
BERT training configuration
------------------------------------------------------------------------------------
MAX_LR:          0.0001
MIN_LR:          1e-05
WARMUP_STEPS:    1211
------------------------------------------------------------------------------------
MAX_STEPS:       12204
------------------------------------------------------------------------------------
MICRO_BATCH_SIZE (samples in a batch):           128
MICRO_BATCH_TOKEN_COUNT (total tokens in batch): 385

[Gradient Acculumation to match GPT2 batch sizes]
ACCUM_BATCH_SIZE:                                1
ACCUM_BATCH_TOKEN_COUNT:                         131072

EVAL_EVERY_STEPS:                              25
EVAL_HELLASWAG_EVERY_STEPS:                      1000
GEN_EVERY_STEPS:                                 250
------------------------------------------------------------------------------------
DATASET_PATH:    /xxxxxx/bert/data/imdb_tokenized_tst/
------------------------------------------------------------------------------------
DISTRUBTED:      True
OPTIMIZE_SPEED:  True
USE_COMPILE:     False
------------------------------------------------------------------------------------


Found 4 files. Current file - loaded 99999900 tokens (1 epoch= 762 steps / 2029 microsteps / 1 microstep = 49280 tokens)
Found 1 files. Current file - loaded 99999900 tokens (1 epoch= 762 steps / 2029 microsteps / 1 microstep = 49280 tokens)

WEIGHT DECAY CONFIG:
* Number of tensors with weight decay / without weight decay: 77 (131411712 params)/ 84 (92160 params)
* Using fused AdamW: True

Step:     0, batch_acc: 0.000000, loss: 15.000000, lr: 8.25764e-08, time(ms): 15532.18, token/sec:6345.54, val_loss: 12.5625, val_acc: 0.0000
Step:     1, batch_acc: 0.000000, loss: 15.000000, lr: 1.65153e-07, time(ms): 915.57, token/sec:107648.64
Step:     2, batch_acc: 0.000000, loss: 15.000000, lr: 2.47729e-07, time(ms): 919.06, token/sec:107239.95
Step:     3, batch_acc: 0.000000, loss: 15.250000, lr: 3.30306e-07, time(ms): 917.85, token/sec:107381.63
Step:     4, batch_acc: 0.000000, loss: 14.562500, lr: 4.12882e-07, time(ms): 1087.46, token/sec:90632.88
Step:     5, batch_acc: 0.000000, loss: 14.875000, lr: 4.95458e-07, time(ms): 934.91, token/sec:105421.39
Step:     6, batch_acc: 0.001188, loss: 14.875000, lr: 5.78035e-07, time(ms): 907.19, token/sec:108642.99
Step:     7, batch_acc: 0.000000, loss: 14.750000, lr: 6.60611e-07, time(ms): 913.83, token/sec:107853.75
Step:     8, batch_acc: 0.000000, loss: 14.375000, lr: 7.43187e-07, time(ms): 1116.79, token/sec:88252.58
Step:     9, batch_acc: 0.000000, loss: 14.625000, lr: 8.25764e-07, time(ms): 934.50, token/sec:105467.60
Step:    10, batch_acc: 0.000000, loss: 15.125000, lr: 9.08340e-07, time(ms): 918.41, token/sec:107315.59
Step:    11, batch_acc: 0.000000, loss: 15.062500, lr: 9.90917e-07, time(ms): 923.31, token/sec:106745.91
Step:    12, batch_acc: 0.000000, loss: 14.250000, lr: 1.07349e-06, time(ms): 936.93, token/sec:105194.69
Step:    13, batch_acc: 0.000000, loss: 14.250000, lr: 1.15607e-06, time(ms): 914.00, token/sec:107833.47
Step:    14, batch_acc: 0.000000, loss: 13.937500, lr: 1.23865e-06, time(ms): 993.30, token/sec:99224.43
Step:    15, batch_acc: 0.000000, loss: 14.250000, lr: 1.32122e-06, time(ms): 925.48, token/sec:106496.60
Step:    16, batch_acc: 0.000000, loss: 13.750000, lr: 1.40380e-06, time(ms): 914.45, token/sec:107781.03
Step:    17, batch_acc: 0.000000, loss: 13.875000, lr: 1.48637e-06, time(ms): 1002.63, token/sec:98301.77
Step:    18, batch_acc: 0.000000, loss: 14.000000, lr: 1.56895e-06, time(ms): 918.63, token/sec:107290.16
Step:    19, batch_acc: 0.000000, loss: 13.625000, lr: 1.65153e-06, time(ms): 923.40, token/sec:106736.15
Step:    20, batch_acc: 0.000000, loss: 13.250000, lr: 1.73410e-06, time(ms): 914.79, token/sec:107740.70
Step:    21, batch_acc: 0.000000, loss: 13.375000, lr: 1.81668e-06, time(ms): 914.15, token/sec:107815.84
Step:    22, batch_acc: 0.000000, loss: 12.875000, lr: 1.89926e-06, time(ms): 912.61, token/sec:107998.39
Step:    23, batch_acc: 0.000000, loss: 12.625000, lr: 1.98183e-06, time(ms): 907.34, token/sec:108624.75
Step:    24, batch_acc: 0.000000, loss: 13.000000, lr: 2.06441e-06, time(ms): 932.15, token/sec:105734.45
Step:    25, batch_acc: 0.000000, loss: 12.625000, lr: 2.14699e-06, time(ms): 15544.07, token/sec:6340.68, val_loss: 12.1250, val_acc: 0.0000
Step:    26, batch_acc: 0.000000, loss: 12.125000, lr: 2.22956e-06, time(ms): 1002.10, token/sec:98353.06
Step:    27, batch_acc: 0.000000, loss: 12.000000, lr: 2.31214e-06, time(ms): 969.26, token/sec:101686.27
Step:    28, batch_acc: 0.000000, loss: 12.375000, lr: 2.39472e-06, time(ms): 1039.33, token/sec:94830.50
Step:    29, batch_acc: 0.000000, loss: 12.000000, lr: 2.47729e-06, time(ms): 1035.08, token/sec:95220.14
Step:    30, batch_acc: 0.000000, loss: 12.312500, lr: 2.55987e-06, time(ms): 918.09, token/sec:107353.41
Step:    31, batch_acc: 0.000000, loss: 12.000000, lr: 2.64244e-06, time(ms): 924.69, token/sec:106587.48
Step:    32, batch_acc: 0.001152, loss: 12.000000, lr: 2.72502e-06, time(ms): 922.11, token/sec:106885.65
Step:    33, batch_acc: 0.000000, loss: 11.937500, lr: 2.80760e-06, time(ms): 917.69, token/sec:107400.21
Step:    34, batch_acc: 0.000000, loss: 12.000000, lr: 2.89017e-06, time(ms): 939.08, token/sec:104954.00
Step:    35, batch_acc: 0.000000, loss: 12.000000, lr: 2.97275e-06, time(ms): 1792.58, token/sec:54982.29
Step:    36, batch_acc: 0.000000, loss: 11.875000, lr: 3.05533e-06, time(ms): 923.52, token/sec:106721.93
Step:    37, batch_acc: 0.000000, loss: 11.812500, lr: 3.13790e-06, time(ms): 996.05, token/sec:98950.70
Step:    38, batch_acc: 0.000000, loss: 11.625000, lr: 3.22048e-06, time(ms): 961.32, token/sec:102525.65
Step:    39, batch_acc: 0.000000, loss: 11.875000, lr: 3.30306e-06, time(ms): 1364.91, token/sec:72209.72
Step:    40, batch_acc: 0.000000, loss: 11.687500, lr: 3.38563e-06, time(ms): 930.70, token/sec:105898.94
Step:    41, batch_acc: 0.000000, loss: 11.937500, lr: 3.46821e-06, time(ms): 920.44, token/sec:107079.37
Step:    42, batch_acc: 0.000000, loss: 11.500000, lr: 3.55078e-06, time(ms): 1011.48, token/sec:97441.78
Step:    43, batch_acc: 0.000000, loss: 11.875000, lr: 3.63336e-06, time(ms): 946.29, token/sec:104154.38
Step:    44, batch_acc: 0.000000, loss: 11.500000, lr: 3.71594e-06, time(ms): 1067.05, token/sec:92366.77
Step:    45, batch_acc: 0.000000, loss: 12.062500, lr: 3.79851e-06, time(ms): 917.29, token/sec:107447.30
Step:    46, batch_acc: 0.001025, loss: 11.500000, lr: 3.88109e-06, time(ms): 921.34, token/sec:106974.54
Step:    47, batch_acc: 0.000000, loss: 11.812500, lr: 3.96367e-06, time(ms): 934.16, token/sec:105506.77
Step:    48, batch_acc: 0.000000, loss: 11.750000, lr: 4.04624e-06, time(ms): 931.97, token/sec:105754.76
Step:    49, batch_acc: 0.001348, loss: 11.625000, lr: 4.12882e-06, time(ms): 977.18, token/sec:100861.79
Step:    50, batch_acc: 0.000000, loss: 11.625000, lr: 4.21140e-06, time(ms): 15682.29, token/sec:6284.80, val_loss: 11.7500, val_acc: 0.0099
Step:    51, batch_acc: 0.000968, loss: 11.625000, lr: 4.29397e-06, time(ms): 916.99, token/sec:107482.31
Step:    52, batch_acc: 0.001316, loss: 11.625000, lr: 4.37655e-06, time(ms): 919.80, token/sec:107153.86
Step:    53, batch_acc: 0.001276, loss: 11.375000, lr: 4.45912e-06, time(ms): 923.01, token/sec:106781.12
Step:    54, batch_acc: 0.002528, loss: 11.312500, lr: 4.54170e-06, time(ms): 928.15, token/sec:106189.30
Step:    55, batch_acc: 0.004082, loss: 11.250000, lr: 4.62428e-06, time(ms): 954.06, token/sec:103305.66
Step:    56, batch_acc: 0.001733, loss: 11.187500, lr: 4.70685e-06, time(ms): 920.05, token/sec:107124.51
Step:    57, batch_acc: 0.003563, loss: 11.000000, lr: 4.78943e-06, time(ms): 914.37, token/sec:107790.25
